system,question_id,source,query,failure_class,hit_rate@10,citation_f1,answer_f1,gold_count,candidate_count,evidence_count
B_flat,ec8f39d32084996ab825debd7113c71daac38b06,1606.07043.qasper,How do they incorporate expert knowledge into their topic model?,post_context_no_evidence,1.0,0.0,0.0,3,10,0
B_flat,fcdbaa08cccda9968f3fd433c99338cc60f596a7,1611.04234.qasper,What is F-score obtained?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
B_flat,b70e4c49300dc3eab18e907ab903afd2a0c6075a,1909.00437.qasper,What are the five downstream tasks?,post_context_no_evidence,1.0,0.0,0.0,1,11,0
B_flat,108f99fcaf620fab53077812e8901870896acf36,2003.07568.qasper,What kind of evaluations do use to evaluate dialogue?,post_context_no_evidence,1.0,0.0,0.0,4,8,0
B_flat,ae2142ee9e093ce485025168f4bcb3da4602739d,1810.02268.qasper,did they collect their own contrastive test set?,post_context_no_evidence,1.0,0.0,0.0,3,8,0
B_flat,91e361e85c6d3884694f3c747d61bfcef171bab0,1909.12079.qasper,How do they obtain the entity linking results in their model?,post_context_no_evidence,1.0,0.0,0.0,3,10,0
B_flat,f5603271a04452cbdbb07697859bef2a2030d75c,2003.11687.qasper,How many domain experts were involved into creation of dataset?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
B_flat,d4456e9029fcdcb6e0149dd8f57b77d16ead1bc4,1703.10152.qasper,What metric is considered?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
B_flat,578add9d3dadf86cd0876d42b03bf0114f83d0e7,1907.04072.qasper,How did they obtain the tweets?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
B_flat,dae2f135e50d77867c3f57fc3cb0427b2443e126,1909.10481.qasper,What languages do they use during pretraining?,post_context_no_evidence,1.0,0.0,0.0,2,8,0
B_flat,afeceee343360d3fe715f405dac7760d9a6754a7,1805.04833.qasper,What human evaluation metrics do they look at?,post_context_no_evidence,1.0,0.0,0.0,2,10,0
B_flat,3eb107f35f4f5f5f527a93ffb487aa2e3fe51efd,1805.07882.qasper,which pretrained embeddings were experimented with?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
B_flat,42eb7c5311fc1ac0344f0b38d3184ccd4faad3be,2004.01820.qasper,What agreement measure is used?,full_grounding_success,1.0,1.0,0.3076923076923077,1,8,1
B_flat,c9eae337edea0edb12030a7d4b01c3a3c73c16d3,1806.04387.qasper,What evaluation was performed on the output?,post_context_no_evidence,1.0,0.0,0.0,4,8,0
B_flat,1acfbdc34669cf19a778aceca941543f11b9a861,1808.04122.qasper,What size filters do they use in the convolution layer?,post_context_no_evidence,1.0,0.0,0.0,2,8,0
B_flat,79e61134a6e29141cd19252571ffc92a0b4bc97f,1907.05338.qasper,did they test with other pretrained models besides bert?,post_context_no_evidence,1.0,0.0,0.0,3,8,0
B_static,397a1e851aab41c455c2b284f5e4947500d797f0,1911.10742.qasper,How big is the ANTISCAM dataset?,post_context_no_evidence,1.0,0.0,0.0,3,21,0
B_static,2849c2944c47cf1de62b539c5d3c396a3e8d283a,1904.09131.qasper,What is the accuracy of this model compared to sota?,retrieval_miss_at_10,0.0,0.6666666666666666,0.10344827586206898,1,24,2
B_static,1a6156189297b2fe17f174ef55cbd20341bb7dbf,1611.06322.qasper,What previous methods do they compare against?,post_context_no_evidence,1.0,0.0,0.0,2,34,0
B_static,bc8526d4805e2554adb2e9c01736d3f3a3b19895,1604.02038.qasper,What baselines did they compare with?,post_context_no_evidence,1.0,0.0,0.0,6,27,0
B_static,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,1911.04474.qasper,Which NER dataset do they use?,partial_grounding_success,1.0,0.6666666666666666,0.26666666666666666,2,14,1
B_static,756a8a9125e6984e0ca768b653c6c760efa3db66,1905.00840.qasper,What was their accuracy score?,post_context_no_evidence,1.0,0.0,0.0,2,18,0
B_static,c97306c1be5d59cf27b1054adfa8f1da47d292ce,1810.02229.qasper,What are the contributions of this paper?,post_context_no_evidence,1.0,0.0,0.0,1,20,0
B_static,a3e7d7389228a197c8c44e0c504a791b60f2c80d,1909.00091.qasper,How do they decide what is the semantic concept label of particular cluster?,post_context_no_evidence,1.0,0.0,0.0,2,15,0
B_static,371433bd3fb5042bacec4dfad3cfff66147c14f0,1909.04387.qasper,How do data-driven models usually respond to abuse?,post_context_no_evidence,1.0,0.0,0.0,3,12,0
B_static,c19e9fd2f1c969e023fb99b74e78eb1f3db8e162,2003.13016.qasper,Was the automatic annotation evaluated?,post_context_no_evidence,1.0,0.0,0.0,4,15,0
B_static,230ff86b7b90b87c33c53014bb1e9c582dfc107f,1805.11937.qasper,What morphological typologies are considered?,post_context_no_evidence,1.0,0.0,0.0,3,14,0
B_static,b8a3ab219be6c1e6893fe80e1fbf14f0c0c3c97c,1909.09070.qasper,What datasets are used in this paper?,post_context_no_evidence,1.0,0.0,0.0,2,20,0
B_static,f54e19f7ecece1bb0ef3171403ae322ad572ff00,1708.05521.qasper,did they experiment with lexicons?,post_context_no_evidence,1.0,0.0,0.0,4,14,0
B_static,ed44f7e698d6124cb86791841d02fc6f8b4d862a,1908.11049.qasper,What is their definition of hate speech?,post_context_no_evidence,1.0,0.0,0.0,3,16,0
B_static,cbb3c1c1e6e1818b6480f929f1c299eaa5ffd07a,1907.10676.qasper,What are the opportunities presented by the use of Semantic Web technologies in Machine Translation?,post_context_no_evidence,1.0,0.0,0.0,9,22,0
B_static,a77d38427639d54461ae308f3045434f81e497d0,1906.08871.qasper,what eeg features were used?,post_context_no_evidence,1.0,0.0,0.0,3,15,0
B_static,5ed02ae6c534cd49d405489990f0e4ba0330ff1b,2004.04124.qasper,Does LadaBERT ever outperform its knowledge destilation teacher in terms of accuracy on some problems?,post_context_no_evidence,1.0,0.0,0.0,2,17,0
B_static,f2bcfdbebb418e7da165c19b8c7167719432ee48,1603.07252.qasper,What domain of text are they working with?,retrieval_miss_at_10,0.0,0.0,0.0,4,24,0
B_static,52faf319e37aa15fff1ab47f634a5a584dc42e75,1708.00549.qasper,What types of commonsense knowledge are they talking about?,partial_grounding_success,1.0,0.7499999999999999,0.024096385542168672,5,16,3
B_static,9c2cacf77041e02d38f92a4c490df1e04552f96f,1905.00472.qasper,Did they pre-train on existing sentiment corpora?,post_context_no_evidence,1.0,0.0,0.0,5,19,0
B_static,20632fc4d2b693b5aabfbbc99ee5c1e9fc485dea,1912.02866.qasper,"What are the parts of the ""multimodal"" resources?",post_context_no_evidence,1.0,0.0,0.0,8,14,0
B_static,7ff7c286d3118a8be5688e2d18e9a56fe83679ad,1812.00382.qasper,Which model architecture do they opt for?,partial_grounding_success,1.0,0.5,0.33333333333333337,2,17,2
B_static,9b868c7d17852f46a8fe725f24cb9548fdbd2b05,1903.02930.qasper,what dataset was used for training?,partial_grounding_success,1.0,0.6666666666666666,0.4347826086956522,2,11,1
B_static,84765903b8c7234ca2919d0a40e3c6a5bcedf45d,1911.04873.qasper,Do any of the models use attention?,post_context_no_evidence,1.0,0.0,0.0,1,12,0
B_static,ec8f39d32084996ab825debd7113c71daac38b06,1606.07043.qasper,How do they incorporate expert knowledge into their topic model?,post_context_no_evidence,1.0,0.0,0.0,3,17,0
B_static,fcdbaa08cccda9968f3fd433c99338cc60f596a7,1611.04234.qasper,What is F-score obtained?,post_context_no_evidence,1.0,0.0,0.0,1,14,0
B_static,b70e4c49300dc3eab18e907ab903afd2a0c6075a,1909.00437.qasper,What are the five downstream tasks?,post_context_no_evidence,1.0,0.0,0.0,1,14,0
B_static,108f99fcaf620fab53077812e8901870896acf36,2003.07568.qasper,What kind of evaluations do use to evaluate dialogue?,post_context_no_evidence,1.0,0.0,0.0,4,13,0
B_static,ae2142ee9e093ce485025168f4bcb3da4602739d,1810.02268.qasper,did they collect their own contrastive test set?,post_context_no_evidence,1.0,0.0,0.0,3,19,0
B_static,91e361e85c6d3884694f3c747d61bfcef171bab0,1909.12079.qasper,How do they obtain the entity linking results in their model?,post_context_no_evidence,1.0,0.0,0.0,3,16,0
B_static,f5603271a04452cbdbb07697859bef2a2030d75c,2003.11687.qasper,How many domain experts were involved into creation of dataset?,post_context_no_evidence,1.0,0.0,0.0,1,11,0
B_static,d4456e9029fcdcb6e0149dd8f57b77d16ead1bc4,1703.10152.qasper,What metric is considered?,post_context_no_evidence,1.0,0.0,0.0,1,13,0
B_static,578add9d3dadf86cd0876d42b03bf0114f83d0e7,1907.04072.qasper,How did they obtain the tweets?,post_context_no_evidence,1.0,0.0,0.0,1,15,0
B_static,dae2f135e50d77867c3f57fc3cb0427b2443e126,1909.10481.qasper,What languages do they use during pretraining?,post_context_no_evidence,1.0,0.0,0.0,2,9,0
B_static,afeceee343360d3fe715f405dac7760d9a6754a7,1805.04833.qasper,What human evaluation metrics do they look at?,post_context_no_evidence,1.0,0.0,0.0,2,13,0
B_static,3eb107f35f4f5f5f527a93ffb487aa2e3fe51efd,1805.07882.qasper,which pretrained embeddings were experimented with?,post_context_no_evidence,1.0,0.0,0.0,1,16,0
B_static,42eb7c5311fc1ac0344f0b38d3184ccd4faad3be,2004.01820.qasper,What agreement measure is used?,full_grounding_success,1.0,1.0,0.3076923076923077,1,11,1
B_static,c9eae337edea0edb12030a7d4b01c3a3c73c16d3,1806.04387.qasper,What evaluation was performed on the output?,post_context_no_evidence,1.0,0.0,0.0,4,17,0
B_static,1acfbdc34669cf19a778aceca941543f11b9a861,1808.04122.qasper,What size filters do they use in the convolution layer?,post_context_no_evidence,1.0,0.0,0.0,2,19,0
B_static,79e61134a6e29141cd19252571ffc92a0b4bc97f,1907.05338.qasper,did they test with other pretrained models besides bert?,post_context_no_evidence,1.0,0.0,0.0,3,19,0
prior,397a1e851aab41c455c2b284f5e4947500d797f0,1911.10742.qasper,How big is the ANTISCAM dataset?,post_context_no_evidence,1.0,0.0,0.0,3,21,0
prior,2849c2944c47cf1de62b539c5d3c396a3e8d283a,1904.09131.qasper,What is the accuracy of this model compared to sota?,retrieval_miss_at_10,0.0,0.0,0.0,1,15,0
prior,1a6156189297b2fe17f174ef55cbd20341bb7dbf,1611.06322.qasper,What previous methods do they compare against?,post_context_no_evidence,1.0,0.0,0.0,2,14,0
prior,bc8526d4805e2554adb2e9c01736d3f3a3b19895,1604.02038.qasper,What baselines did they compare with?,post_context_no_evidence,1.0,0.0,0.0,6,22,0
prior,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,1911.04474.qasper,Which NER dataset do they use?,post_context_no_evidence,1.0,0.0,0.0,2,11,0
prior,756a8a9125e6984e0ca768b653c6c760efa3db66,1905.00840.qasper,What was their accuracy score?,post_context_no_evidence,1.0,0.0,0.0,2,8,0
prior,c97306c1be5d59cf27b1054adfa8f1da47d292ce,1810.02229.qasper,What are the contributions of this paper?,post_context_no_evidence,1.0,0.0,0.0,1,18,0
prior,a3e7d7389228a197c8c44e0c504a791b60f2c80d,1909.00091.qasper,How do they decide what is the semantic concept label of particular cluster?,post_context_no_evidence,1.0,0.0,0.0,2,9,0
prior,371433bd3fb5042bacec4dfad3cfff66147c14f0,1909.04387.qasper,How do data-driven models usually respond to abuse?,post_context_no_evidence,1.0,0.0,0.0,3,11,0
prior,c19e9fd2f1c969e023fb99b74e78eb1f3db8e162,2003.13016.qasper,Was the automatic annotation evaluated?,post_context_no_evidence,1.0,0.0,0.0,4,11,0
prior,230ff86b7b90b87c33c53014bb1e9c582dfc107f,1805.11937.qasper,What morphological typologies are considered?,post_context_no_evidence,1.0,0.0,0.0,3,11,0
prior,b8a3ab219be6c1e6893fe80e1fbf14f0c0c3c97c,1909.09070.qasper,What datasets are used in this paper?,post_context_no_evidence,1.0,0.0,0.0,2,18,0
prior,f54e19f7ecece1bb0ef3171403ae322ad572ff00,1708.05521.qasper,did they experiment with lexicons?,post_context_no_evidence,1.0,0.0,0.0,4,13,0
prior,ed44f7e698d6124cb86791841d02fc6f8b4d862a,1908.11049.qasper,What is their definition of hate speech?,post_context_no_evidence,1.0,0.0,0.0,3,16,0
prior,cbb3c1c1e6e1818b6480f929f1c299eaa5ffd07a,1907.10676.qasper,What are the opportunities presented by the use of Semantic Web technologies in Machine Translation?,post_context_no_evidence,1.0,0.0,0.0,9,8,0
prior,a77d38427639d54461ae308f3045434f81e497d0,1906.08871.qasper,what eeg features were used?,post_context_no_evidence,1.0,0.0,0.0,3,8,0
prior,5ed02ae6c534cd49d405489990f0e4ba0330ff1b,2004.04124.qasper,Does LadaBERT ever outperform its knowledge destilation teacher in terms of accuracy on some problems?,post_context_no_evidence,1.0,0.0,0.0,2,17,0
prior,f2bcfdbebb418e7da165c19b8c7167719432ee48,1603.07252.qasper,What domain of text are they working with?,retrieval_miss_at_10,0.0,0.0,0.0,4,18,0
prior,52faf319e37aa15fff1ab47f634a5a584dc42e75,1708.00549.qasper,What types of commonsense knowledge are they talking about?,post_context_no_evidence,1.0,0.0,0.0,5,11,0
prior,9c2cacf77041e02d38f92a4c490df1e04552f96f,1905.00472.qasper,Did they pre-train on existing sentiment corpora?,post_context_no_evidence,1.0,0.0,0.0,5,15,0
prior,20632fc4d2b693b5aabfbbc99ee5c1e9fc485dea,1912.02866.qasper,"What are the parts of the ""multimodal"" resources?",post_context_no_evidence,1.0,0.0,0.0,8,10,0
prior,7ff7c286d3118a8be5688e2d18e9a56fe83679ad,1812.00382.qasper,Which model architecture do they opt for?,post_context_no_evidence,1.0,0.0,0.0,2,14,0
prior,9b868c7d17852f46a8fe725f24cb9548fdbd2b05,1903.02930.qasper,what dataset was used for training?,post_context_no_evidence,1.0,0.0,0.0,2,10,0
prior,84765903b8c7234ca2919d0a40e3c6a5bcedf45d,1911.04873.qasper,Do any of the models use attention?,post_context_no_evidence,1.0,0.0,0.0,1,12,0
prior,ec8f39d32084996ab825debd7113c71daac38b06,1606.07043.qasper,How do they incorporate expert knowledge into their topic model?,post_context_no_evidence,1.0,0.0,0.0,3,17,0
prior,fcdbaa08cccda9968f3fd433c99338cc60f596a7,1611.04234.qasper,What is F-score obtained?,post_context_no_evidence,1.0,0.0,0.0,1,11,0
prior,b70e4c49300dc3eab18e907ab903afd2a0c6075a,1909.00437.qasper,What are the five downstream tasks?,post_context_no_evidence,1.0,0.0,0.0,1,14,0
prior,108f99fcaf620fab53077812e8901870896acf36,2003.07568.qasper,What kind of evaluations do use to evaluate dialogue?,post_context_no_evidence,1.0,0.0,0.0,4,9,0
prior,ae2142ee9e093ce485025168f4bcb3da4602739d,1810.02268.qasper,did they collect their own contrastive test set?,post_context_no_evidence,1.0,0.0,0.0,3,13,0
prior,91e361e85c6d3884694f3c747d61bfcef171bab0,1909.12079.qasper,How do they obtain the entity linking results in their model?,post_context_no_evidence,1.0,0.0,0.0,3,16,0
prior,f5603271a04452cbdbb07697859bef2a2030d75c,2003.11687.qasper,How many domain experts were involved into creation of dataset?,post_context_no_evidence,1.0,0.0,0.0,1,11,0
prior,d4456e9029fcdcb6e0149dd8f57b77d16ead1bc4,1703.10152.qasper,What metric is considered?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
prior,578add9d3dadf86cd0876d42b03bf0114f83d0e7,1907.04072.qasper,How did they obtain the tweets?,post_context_no_evidence,1.0,0.0,0.0,1,13,0
prior,dae2f135e50d77867c3f57fc3cb0427b2443e126,1909.10481.qasper,What languages do they use during pretraining?,post_context_no_evidence,1.0,0.0,0.0,2,9,0
prior,afeceee343360d3fe715f405dac7760d9a6754a7,1805.04833.qasper,What human evaluation metrics do they look at?,post_context_no_evidence,1.0,0.0,0.0,2,12,0
prior,3eb107f35f4f5f5f527a93ffb487aa2e3fe51efd,1805.07882.qasper,which pretrained embeddings were experimented with?,post_context_no_evidence,1.0,0.0,0.0,1,13,0
prior,42eb7c5311fc1ac0344f0b38d3184ccd4faad3be,2004.01820.qasper,What agreement measure is used?,full_grounding_success,1.0,1.0,0.3076923076923077,1,11,1
prior,c9eae337edea0edb12030a7d4b01c3a3c73c16d3,1806.04387.qasper,What evaluation was performed on the output?,post_context_no_evidence,1.0,0.0,0.0,4,12,0
prior,1acfbdc34669cf19a778aceca941543f11b9a861,1808.04122.qasper,What size filters do they use in the convolution layer?,post_context_no_evidence,1.0,0.0,0.0,2,11,0
prior,79e61134a6e29141cd19252571ffc92a0b4bc97f,1907.05338.qasper,did they test with other pretrained models besides bert?,post_context_no_evidence,1.0,0.0,0.0,3,19,0
learned_v5,397a1e851aab41c455c2b284f5e4947500d797f0,1911.10742.qasper,How big is the ANTISCAM dataset?,post_context_no_evidence,1.0,0.0,0.0,3,12,0
learned_v5,2849c2944c47cf1de62b539c5d3c396a3e8d283a,1904.09131.qasper,What is the accuracy of this model compared to sota?,retrieval_miss_at_10,0.0,0.0,0.0,1,12,0
learned_v5,1a6156189297b2fe17f174ef55cbd20341bb7dbf,1611.06322.qasper,What previous methods do they compare against?,post_context_no_evidence,1.0,0.0,0.0,2,13,0
learned_v5,bc8526d4805e2554adb2e9c01736d3f3a3b19895,1604.02038.qasper,What baselines did they compare with?,post_context_no_evidence,1.0,0.0,0.0,6,15,0
learned_v5,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,1911.04474.qasper,Which NER dataset do they use?,partial_grounding_success,1.0,0.6666666666666666,0.3389830508474576,2,11,1
learned_v5,756a8a9125e6984e0ca768b653c6c760efa3db66,1905.00840.qasper,What was their accuracy score?,post_context_no_evidence,1.0,0.0,0.0,2,8,0
learned_v5,c97306c1be5d59cf27b1054adfa8f1da47d292ce,1810.02229.qasper,What are the contributions of this paper?,post_context_no_evidence,1.0,0.0,0.0,1,11,0
learned_v5,a3e7d7389228a197c8c44e0c504a791b60f2c80d,1909.00091.qasper,How do they decide what is the semantic concept label of particular cluster?,post_context_no_evidence,1.0,0.0,0.0,2,8,0
learned_v5,371433bd3fb5042bacec4dfad3cfff66147c14f0,1909.04387.qasper,How do data-driven models usually respond to abuse?,post_context_no_evidence,1.0,0.0,0.0,3,11,0
learned_v5,c19e9fd2f1c969e023fb99b74e78eb1f3db8e162,2003.13016.qasper,Was the automatic annotation evaluated?,partial_grounding_success,1.0,0.5714285714285715,0.0,4,11,3
learned_v5,230ff86b7b90b87c33c53014bb1e9c582dfc107f,1805.11937.qasper,What morphological typologies are considered?,post_context_no_evidence,1.0,0.0,0.0,3,11,0
learned_v5,b8a3ab219be6c1e6893fe80e1fbf14f0c0c3c97c,1909.09070.qasper,What datasets are used in this paper?,post_context_no_evidence,1.0,0.0,0.0,2,15,0
learned_v5,f54e19f7ecece1bb0ef3171403ae322ad572ff00,1708.05521.qasper,did they experiment with lexicons?,post_context_no_evidence,1.0,0.0,0.0,4,13,0
learned_v5,ed44f7e698d6124cb86791841d02fc6f8b4d862a,1908.11049.qasper,What is their definition of hate speech?,post_context_no_evidence,1.0,0.0,0.0,3,12,0
learned_v5,cbb3c1c1e6e1818b6480f929f1c299eaa5ffd07a,1907.10676.qasper,What are the opportunities presented by the use of Semantic Web technologies in Machine Translation?,post_context_no_evidence,1.0,0.0,0.0,9,8,0
learned_v5,a77d38427639d54461ae308f3045434f81e497d0,1906.08871.qasper,what eeg features were used?,post_context_no_evidence,1.0,0.0,0.0,3,14,0
learned_v5,5ed02ae6c534cd49d405489990f0e4ba0330ff1b,2004.04124.qasper,Does LadaBERT ever outperform its knowledge destilation teacher in terms of accuracy on some problems?,post_context_no_evidence,1.0,0.0,0.0,2,17,0
learned_v5,f2bcfdbebb418e7da165c19b8c7167719432ee48,1603.07252.qasper,What domain of text are they working with?,retrieval_miss_at_10,0.0,0.0,0.0,4,16,0
learned_v5,52faf319e37aa15fff1ab47f634a5a584dc42e75,1708.00549.qasper,What types of commonsense knowledge are they talking about?,post_context_no_evidence,1.0,0.0,0.0,5,11,0
learned_v5,9c2cacf77041e02d38f92a4c490df1e04552f96f,1905.00472.qasper,Did they pre-train on existing sentiment corpora?,post_context_no_evidence,1.0,0.0,0.0,5,15,0
learned_v5,20632fc4d2b693b5aabfbbc99ee5c1e9fc485dea,1912.02866.qasper,"What are the parts of the ""multimodal"" resources?",post_context_no_evidence,1.0,0.0,0.0,8,9,0
learned_v5,7ff7c286d3118a8be5688e2d18e9a56fe83679ad,1812.00382.qasper,Which model architecture do they opt for?,post_context_no_evidence,1.0,0.0,0.0,2,12,0
learned_v5,9b868c7d17852f46a8fe725f24cb9548fdbd2b05,1903.02930.qasper,what dataset was used for training?,post_context_no_evidence,1.0,0.0,0.0,2,9,0
learned_v5,84765903b8c7234ca2919d0a40e3c6a5bcedf45d,1911.04873.qasper,Do any of the models use attention?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
learned_v5,ec8f39d32084996ab825debd7113c71daac38b06,1606.07043.qasper,How do they incorporate expert knowledge into their topic model?,post_context_no_evidence,1.0,0.0,0.0,3,9,0
learned_v5,fcdbaa08cccda9968f3fd433c99338cc60f596a7,1611.04234.qasper,What is F-score obtained?,post_context_no_evidence,1.0,0.0,0.0,1,11,0
learned_v5,b70e4c49300dc3eab18e907ab903afd2a0c6075a,1909.00437.qasper,What are the five downstream tasks?,post_context_no_evidence,1.0,0.0,0.0,1,14,0
learned_v5,108f99fcaf620fab53077812e8901870896acf36,2003.07568.qasper,What kind of evaluations do use to evaluate dialogue?,post_context_no_evidence,1.0,0.0,0.0,4,9,0
learned_v5,ae2142ee9e093ce485025168f4bcb3da4602739d,1810.02268.qasper,did they collect their own contrastive test set?,post_context_no_evidence,1.0,0.0,0.0,3,11,0
learned_v5,91e361e85c6d3884694f3c747d61bfcef171bab0,1909.12079.qasper,How do they obtain the entity linking results in their model?,post_context_no_evidence,1.0,0.0,0.0,3,13,0
learned_v5,f5603271a04452cbdbb07697859bef2a2030d75c,2003.11687.qasper,How many domain experts were involved into creation of dataset?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
learned_v5,d4456e9029fcdcb6e0149dd8f57b77d16ead1bc4,1703.10152.qasper,What metric is considered?,post_context_no_evidence,1.0,0.0,0.0,1,8,0
learned_v5,578add9d3dadf86cd0876d42b03bf0114f83d0e7,1907.04072.qasper,How did they obtain the tweets?,post_context_no_evidence,1.0,0.0,0.0,1,11,0
learned_v5,dae2f135e50d77867c3f57fc3cb0427b2443e126,1909.10481.qasper,What languages do they use during pretraining?,post_context_no_evidence,1.0,0.0,0.0,2,9,0
learned_v5,afeceee343360d3fe715f405dac7760d9a6754a7,1805.04833.qasper,What human evaluation metrics do they look at?,post_context_no_evidence,1.0,0.0,0.0,2,12,0
learned_v5,3eb107f35f4f5f5f527a93ffb487aa2e3fe51efd,1805.07882.qasper,which pretrained embeddings were experimented with?,post_context_no_evidence,1.0,0.0,0.0,1,13,0
learned_v5,42eb7c5311fc1ac0344f0b38d3184ccd4faad3be,2004.01820.qasper,What agreement measure is used?,full_grounding_success,1.0,1.0,0.3076923076923077,1,11,1
learned_v5,c9eae337edea0edb12030a7d4b01c3a3c73c16d3,1806.04387.qasper,What evaluation was performed on the output?,post_context_no_evidence,1.0,0.0,0.0,4,11,0
learned_v5,1acfbdc34669cf19a778aceca941543f11b9a861,1808.04122.qasper,What size filters do they use in the convolution layer?,post_context_no_evidence,1.0,0.0,0.0,2,11,0
learned_v5,79e61134a6e29141cd19252571ffc92a0b4bc97f,1907.05338.qasper,did they test with other pretrained models besides bert?,candidate_selection_miss,1.0,0.0,0.0,3,10,0
