system,question_id,source,query,failure_class,hit_rate@10,citation_f1,answer_f1,gold_count,candidate_count,evidence_count
B_flat,scifact-216-21366394,21366394.scifact,Is the following scientific claim supported or contradicted? CX3CR1 on the Th2 cells impairs T cell survival,full_grounding_success,1.0,0.6666666666666666,0.0,1,2,2
B_flat,scifact-230-3067015,3067015.scifact,Is the following scientific claim supported or contradicted? Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,generation_empty,1.0,0.0,0.0,1,2,0
B_flat,scifact-233-4388470,4388470.scifact,Is the following scientific claim supported or contradicted? Cell autonomous sex determination in somatic cells does not occur in Galliformes.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
B_flat,scifact-239-14079881,14079881.scifact,Is the following scientific claim supported or contradicted? Cellular aging closely links to an older appearance.,generation_empty,1.0,0.0,0.0,1,2,0
B_flat,scifact-248-1568684,1568684.scifact,Is the following scientific claim supported or contradicted? Chenodeosycholic acid treatment increases whole-body energy expenditure.,full_grounding_success,1.0,1.0,0.0,1,1,1
B_flat,scifact-261-1122279,1122279.scifact,"Is the following scientific claim supported or contradicted? Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",generation_empty,1.0,0.0,0.0,2,2,0
B_flat,scifact-261-10697096,10697096.scifact,"Is the following scientific claim supported or contradicted? Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",generation_empty,1.0,0.0,0.0,1,3,0
B_flat,scifact-274-11614737,11614737.scifact,Is the following scientific claim supported or contradicted? Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,generation_empty,1.0,0.0,0.0,2,4,0
B_static,scifact-3-14717500,14717500.scifact,"Is the following scientific claim supported or contradicted? 1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
B_static,scifact-5-13734012,13734012.scifact,Is the following scientific claim supported or contradicted? 1/2000 in UK have abnormal PrP positivity.,full_grounding_success,1.0,1.0,0.0,2,3,2
B_static,scifact-42-18174210,18174210.scifact,Is the following scientific claim supported or contradicted? A high microerythrocyte count raises vulnerability to severe anemia in homozygous alpha (+)- thalassemia trait subjects.,partial_grounding_success,1.0,0.5,0.0,3,3,1
B_static,scifact-49-5953485,5953485.scifact,Is the following scientific claim supported or contradicted? ADAR1 binds to Dicer to cleave pre-miRNA.,full_grounding_success,1.0,1.0,0.0,1,1,1
B_static,scifact-50-12580014,12580014.scifact,Is the following scientific claim supported or contradicted? AIRE is expressed in some skin tumors.,full_grounding_success,1.0,1.0,0.0,1,1,1
B_static,scifact-51-45638119,45638119.scifact,Is the following scientific claim supported or contradicted? ALDH1 expression is associated with better breast cancer outcomes.,full_grounding_success,1.0,1.0,0.0,1,1,1
B_static,scifact-54-49556906,49556906.scifact,Is the following scientific claim supported or contradicted? AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,generation_empty,1.0,0.0,0.0,2,2,0
B_static,scifact-56-4709641,4709641.scifact,Is the following scientific claim supported or contradicted? APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation causing GABA neuron degeneration.,full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-70-5956380,5956380.scifact,Is the following scientific claim supported or contradicted? Activation of PPM1D suppresses p53 function.,full_grounding_success,1.0,1.0,0.0,1,1,1
B_static,scifact-70-4414547,4414547.scifact,Is the following scientific claim supported or contradicted? Activation of PPM1D suppresses p53 function.,full_grounding_success,1.0,1.0,0.0,1,3,1
B_static,scifact-100-4381486,4381486.scifact,Is the following scientific claim supported or contradicted? All hematopoietic stem cells segregate their chromosomes randomly.,full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-113-6157837,6157837.scifact,Is the following scientific claim supported or contradicted? Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
B_static,scifact-115-33872649,33872649.scifact,Is the following scientific claim supported or contradicted? Anthrax spores can be disposed of easily after they are dispersed.,generation_empty,1.0,0.0,0.0,1,2,0
B_static,scifact-118-6372244,6372244.scifact,Is the following scientific claim supported or contradicted? Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,full_grounding_success,1.0,1.0,0.0,1,1,1
B_static,scifact-124-4883040,4883040.scifact,Is the following scientific claim supported or contradicted? Antiretroviral therapy reduces rates of tuberculosis across a broad range of CD4 strata.,full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-129-27768226,27768226.scifact,Is the following scientific claim supported or contradicted? Articles published in open access format are less likely to be cited than traditional journals.,generation_empty,1.0,0.0,0.0,4,9,0
B_static,scifact-133-16280642,16280642.scifact,"Is the following scientific claim supported or contradicted? Assembly of invadopodia is triggered by focal generation of phosphatidylinositol-3,4-biphosphate and the activation of the nonreceptor tyrosine kinase Src.",full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-137-26016929,26016929.scifact,Is the following scientific claim supported or contradicted? Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
B_static,scifact-141-14437255,14437255.scifact,Is the following scientific claim supported or contradicted? Auditory entrainment is strengthened when people see congruent visual and auditory information.,partial_grounding_success,1.0,0.5,0.0,3,3,1
B_static,scifact-142-10582939,10582939.scifact,Is the following scientific claim supported or contradicted? Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,full_grounding_success,1.0,1.0,0.0,1,4,1
B_static,scifact-148-1084345,1084345.scifact,Is the following scientific claim supported or contradicted? Autophagy declines in aged organisms.,full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-163-18872233,18872233.scifact,Is the following scientific claim supported or contradicted? Bariatric surgery has a positive impact on mental health.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,3,1
B_static,scifact-171-12670680,12670680.scifact,Is the following scientific claim supported or contradicted? Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,generation_empty,1.0,0.0,0.0,1,1,0
B_static,scifact-179-16322674,16322674.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,partial_grounding_success,1.0,0.8,0.0,3,4,2
B_static,scifact-179-27123743,27123743.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-179-23557241,23557241.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
B_static,scifact-179-17450673,17450673.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,full_grounding_success,1.0,1.0,0.0,2,3,2
B_static,scifact-180-16966326,16966326.scifact,Is the following scientific claim supported or contradicted? Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
B_static,scifact-183-12827098,12827098.scifact,Is the following scientific claim supported or contradicted? Bone marrow cells contribute to adult macrophage compartments.,full_grounding_success,1.0,1.0,0.0,1,1,1
B_static,scifact-185-18340282,18340282.scifact,Is the following scientific claim supported or contradicted? Breast cancer development is determined exclusively by genetic factors.,generation_empty,1.0,0.0,0.0,2,2,0
B_static,scifact-208-13519661,13519661.scifact,Is the following scientific claim supported or contradicted? CHEK2 is not associated with breast cancer.,full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-212-22038539,22038539.scifact,Is the following scientific claim supported or contradicted? CR is associated with higher methylation age.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
B_static,scifact-216-21366394,21366394.scifact,Is the following scientific claim supported or contradicted? CX3CR1 on the Th2 cells impairs T cell survival,full_grounding_success,1.0,0.6666666666666666,0.0,1,2,2
B_static,scifact-230-3067015,3067015.scifact,Is the following scientific claim supported or contradicted? Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-233-4388470,4388470.scifact,Is the following scientific claim supported or contradicted? Cell autonomous sex determination in somatic cells does not occur in Galliformes.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
B_static,scifact-239-14079881,14079881.scifact,Is the following scientific claim supported or contradicted? Cellular aging closely links to an older appearance.,full_grounding_success,1.0,1.0,0.0,1,2,1
B_static,scifact-248-1568684,1568684.scifact,Is the following scientific claim supported or contradicted? Chenodeosycholic acid treatment increases whole-body energy expenditure.,full_grounding_success,1.0,1.0,0.0,1,1,1
B_static,scifact-261-1122279,1122279.scifact,"Is the following scientific claim supported or contradicted? Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",full_grounding_success,1.0,1.0,0.0,2,2,2
B_static,scifact-261-10697096,10697096.scifact,"Is the following scientific claim supported or contradicted? Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",full_grounding_success,1.0,1.0,0.0,1,3,1
B_static,scifact-274-11614737,11614737.scifact,Is the following scientific claim supported or contradicted? Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,generation_empty,1.0,0.0,0.0,2,4,0
prior,scifact-3-14717500,14717500.scifact,"Is the following scientific claim supported or contradicted? 1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
prior,scifact-5-13734012,13734012.scifact,Is the following scientific claim supported or contradicted? 1/2000 in UK have abnormal PrP positivity.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,3,1
prior,scifact-42-18174210,18174210.scifact,Is the following scientific claim supported or contradicted? A high microerythrocyte count raises vulnerability to severe anemia in homozygous alpha (+)- thalassemia trait subjects.,generation_empty,1.0,0.0,0.0,3,3,0
prior,scifact-49-5953485,5953485.scifact,Is the following scientific claim supported or contradicted? ADAR1 binds to Dicer to cleave pre-miRNA.,full_grounding_success,1.0,1.0,0.0,1,1,1
prior,scifact-50-12580014,12580014.scifact,Is the following scientific claim supported or contradicted? AIRE is expressed in some skin tumors.,full_grounding_success,1.0,1.0,0.0,1,1,1
prior,scifact-51-45638119,45638119.scifact,Is the following scientific claim supported or contradicted? ALDH1 expression is associated with better breast cancer outcomes.,full_grounding_success,1.0,1.0,0.0,1,1,1
prior,scifact-54-49556906,49556906.scifact,Is the following scientific claim supported or contradicted? AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,generation_empty,1.0,0.0,0.0,2,2,0
prior,scifact-56-4709641,4709641.scifact,Is the following scientific claim supported or contradicted? APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation causing GABA neuron degeneration.,full_grounding_success,1.0,1.0,0.0,1,2,1
prior,scifact-70-5956380,5956380.scifact,Is the following scientific claim supported or contradicted? Activation of PPM1D suppresses p53 function.,full_grounding_success,1.0,1.0,0.0,1,1,1
prior,scifact-70-4414547,4414547.scifact,Is the following scientific claim supported or contradicted? Activation of PPM1D suppresses p53 function.,full_grounding_success,1.0,1.0,0.0,1,3,1
prior,scifact-100-4381486,4381486.scifact,Is the following scientific claim supported or contradicted? All hematopoietic stem cells segregate their chromosomes randomly.,full_grounding_success,1.0,1.0,0.0,1,2,1
prior,scifact-113-6157837,6157837.scifact,Is the following scientific claim supported or contradicted? Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
prior,scifact-115-33872649,33872649.scifact,Is the following scientific claim supported or contradicted? Anthrax spores can be disposed of easily after they are dispersed.,generation_empty,1.0,0.0,0.0,1,2,0
prior,scifact-118-6372244,6372244.scifact,Is the following scientific claim supported or contradicted? Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,full_grounding_success,1.0,1.0,0.0,1,1,1
prior,scifact-124-4883040,4883040.scifact,Is the following scientific claim supported or contradicted? Antiretroviral therapy reduces rates of tuberculosis across a broad range of CD4 strata.,generation_empty,1.0,0.0,0.0,1,2,0
prior,scifact-129-27768226,27768226.scifact,Is the following scientific claim supported or contradicted? Articles published in open access format are less likely to be cited than traditional journals.,generation_empty,1.0,0.0,0.0,4,9,0
prior,scifact-133-16280642,16280642.scifact,"Is the following scientific claim supported or contradicted? Assembly of invadopodia is triggered by focal generation of phosphatidylinositol-3,4-biphosphate and the activation of the nonreceptor tyrosine kinase Src.",full_grounding_success,1.0,1.0,0.0,1,2,1
prior,scifact-137-26016929,26016929.scifact,Is the following scientific claim supported or contradicted? Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
prior,scifact-141-14437255,14437255.scifact,Is the following scientific claim supported or contradicted? Auditory entrainment is strengthened when people see congruent visual and auditory information.,partial_grounding_success,1.0,0.5,0.0,3,3,1
prior,scifact-142-10582939,10582939.scifact,Is the following scientific claim supported or contradicted? Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,full_grounding_success,1.0,1.0,0.0,1,4,1
prior,scifact-148-1084345,1084345.scifact,Is the following scientific claim supported or contradicted? Autophagy declines in aged organisms.,full_grounding_success,1.0,1.0,0.0,1,2,1
prior,scifact-163-18872233,18872233.scifact,Is the following scientific claim supported or contradicted? Bariatric surgery has a positive impact on mental health.,generation_empty,1.0,0.0,0.0,2,3,0
prior,scifact-171-12670680,12670680.scifact,Is the following scientific claim supported or contradicted? Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,generation_empty,1.0,0.0,0.0,1,1,0
prior,scifact-179-16322674,16322674.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,partial_grounding_success,1.0,0.8,0.0,3,4,2
prior,scifact-179-27123743,27123743.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,full_grounding_success,1.0,1.0,0.0,1,2,1
prior,scifact-179-23557241,23557241.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
prior,scifact-179-17450673,17450673.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,full_grounding_success,1.0,1.0,0.0,2,3,2
prior,scifact-180-16966326,16966326.scifact,Is the following scientific claim supported or contradicted? Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,full_grounding_success,1.0,1.0,0.0,2,2,2
prior,scifact-183-12827098,12827098.scifact,Is the following scientific claim supported or contradicted? Bone marrow cells contribute to adult macrophage compartments.,full_grounding_success,1.0,1.0,0.0,1,1,1
prior,scifact-185-18340282,18340282.scifact,Is the following scientific claim supported or contradicted? Breast cancer development is determined exclusively by genetic factors.,generation_empty,1.0,0.0,0.0,2,2,0
prior,scifact-208-13519661,13519661.scifact,Is the following scientific claim supported or contradicted? CHEK2 is not associated with breast cancer.,full_grounding_success,1.0,0.6666666666666666,0.0,1,2,2
prior,scifact-212-22038539,22038539.scifact,Is the following scientific claim supported or contradicted? CR is associated with higher methylation age.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
prior,scifact-216-21366394,21366394.scifact,Is the following scientific claim supported or contradicted? CX3CR1 on the Th2 cells impairs T cell survival,full_grounding_success,1.0,0.6666666666666666,0.0,1,2,2
prior,scifact-230-3067015,3067015.scifact,Is the following scientific claim supported or contradicted? Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,full_grounding_success,1.0,1.0,0.0,1,2,1
prior,scifact-233-4388470,4388470.scifact,Is the following scientific claim supported or contradicted? Cell autonomous sex determination in somatic cells does not occur in Galliformes.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
prior,scifact-239-14079881,14079881.scifact,Is the following scientific claim supported or contradicted? Cellular aging closely links to an older appearance.,full_grounding_success,1.0,1.0,0.0,1,2,1
prior,scifact-248-1568684,1568684.scifact,Is the following scientific claim supported or contradicted? Chenodeosycholic acid treatment increases whole-body energy expenditure.,full_grounding_success,1.0,1.0,0.0,1,1,1
prior,scifact-261-1122279,1122279.scifact,"Is the following scientific claim supported or contradicted? Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",full_grounding_success,1.0,1.0,0.0,2,2,2
prior,scifact-261-10697096,10697096.scifact,"Is the following scientific claim supported or contradicted? Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",full_grounding_success,1.0,1.0,0.0,1,3,1
prior,scifact-274-11614737,11614737.scifact,Is the following scientific claim supported or contradicted? Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,generation_empty,1.0,0.0,0.0,2,4,0
learned_v5,scifact-3-14717500,14717500.scifact,"Is the following scientific claim supported or contradicted? 1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
learned_v5,scifact-5-13734012,13734012.scifact,Is the following scientific claim supported or contradicted? 1/2000 in UK have abnormal PrP positivity.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,3,1
learned_v5,scifact-42-18174210,18174210.scifact,Is the following scientific claim supported or contradicted? A high microerythrocyte count raises vulnerability to severe anemia in homozygous alpha (+)- thalassemia trait subjects.,partial_grounding_success,1.0,0.8,0.0,3,3,2
learned_v5,scifact-49-5953485,5953485.scifact,Is the following scientific claim supported or contradicted? ADAR1 binds to Dicer to cleave pre-miRNA.,full_grounding_success,1.0,1.0,0.0,1,1,1
learned_v5,scifact-50-12580014,12580014.scifact,Is the following scientific claim supported or contradicted? AIRE is expressed in some skin tumors.,full_grounding_success,1.0,1.0,0.0,1,1,1
learned_v5,scifact-51-45638119,45638119.scifact,Is the following scientific claim supported or contradicted? ALDH1 expression is associated with better breast cancer outcomes.,full_grounding_success,1.0,1.0,0.0,1,1,1
learned_v5,scifact-54-49556906,49556906.scifact,Is the following scientific claim supported or contradicted? AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,generation_empty,1.0,0.0,0.0,2,2,0
learned_v5,scifact-56-4709641,4709641.scifact,Is the following scientific claim supported or contradicted? APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation causing GABA neuron degeneration.,full_grounding_success,1.0,0.6666666666666666,0.0,1,2,2
learned_v5,scifact-70-5956380,5956380.scifact,Is the following scientific claim supported or contradicted? Activation of PPM1D suppresses p53 function.,full_grounding_success,1.0,1.0,0.0,1,1,1
learned_v5,scifact-70-4414547,4414547.scifact,Is the following scientific claim supported or contradicted? Activation of PPM1D suppresses p53 function.,full_grounding_success,1.0,1.0,0.0,1,3,1
learned_v5,scifact-100-4381486,4381486.scifact,Is the following scientific claim supported or contradicted? All hematopoietic stem cells segregate their chromosomes randomly.,full_grounding_success,1.0,1.0,0.0,1,2,1
learned_v5,scifact-113-6157837,6157837.scifact,Is the following scientific claim supported or contradicted? Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
learned_v5,scifact-115-33872649,33872649.scifact,Is the following scientific claim supported or contradicted? Anthrax spores can be disposed of easily after they are dispersed.,generation_empty,1.0,0.0,0.0,1,2,0
learned_v5,scifact-118-6372244,6372244.scifact,Is the following scientific claim supported or contradicted? Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,full_grounding_success,1.0,1.0,0.0,1,1,1
learned_v5,scifact-124-4883040,4883040.scifact,Is the following scientific claim supported or contradicted? Antiretroviral therapy reduces rates of tuberculosis across a broad range of CD4 strata.,generation_empty,1.0,0.0,0.0,1,2,0
learned_v5,scifact-129-27768226,27768226.scifact,Is the following scientific claim supported or contradicted? Articles published in open access format are less likely to be cited than traditional journals.,generation_empty,1.0,0.0,0.0,4,9,0
learned_v5,scifact-133-16280642,16280642.scifact,"Is the following scientific claim supported or contradicted? Assembly of invadopodia is triggered by focal generation of phosphatidylinositol-3,4-biphosphate and the activation of the nonreceptor tyrosine kinase Src.",full_grounding_success,1.0,1.0,0.0,1,2,1
learned_v5,scifact-137-26016929,26016929.scifact,Is the following scientific claim supported or contradicted? Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
learned_v5,scifact-141-14437255,14437255.scifact,Is the following scientific claim supported or contradicted? Auditory entrainment is strengthened when people see congruent visual and auditory information.,partial_grounding_success,1.0,0.5,0.0,3,3,1
learned_v5,scifact-142-10582939,10582939.scifact,Is the following scientific claim supported or contradicted? Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,full_grounding_success,1.0,1.0,0.0,1,4,1
learned_v5,scifact-148-1084345,1084345.scifact,Is the following scientific claim supported or contradicted? Autophagy declines in aged organisms.,generation_empty,1.0,0.0,0.0,1,2,0
learned_v5,scifact-163-18872233,18872233.scifact,Is the following scientific claim supported or contradicted? Bariatric surgery has a positive impact on mental health.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,3,1
learned_v5,scifact-171-12670680,12670680.scifact,Is the following scientific claim supported or contradicted? Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,full_grounding_success,1.0,1.0,0.0,1,1,1
